OBJECT_TYPE,POSITION_X,POSITION_Y,HOME/WORK/SHOP_GRID,PATH_TO_WORK_PLACE,IS_CITIZEN/HAS_HOME/HAS_WORK_PLACE/IS_MOVING,FIND_TIMER,FIND_INTERVAL,PATIENCE,STATUS,LIFE_TIEMR,LIFE_INTERVAL,SPEED,WALK_PATH,NEXT/START/DEST/PRE_GRID,TAGS,SHOP_TIMER,SHOP_INTERVAL,SHOP_NEED,MONEY
6,1275.000000,606.517944,24/13/14/8/N/N/,24/13/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/14/8/,15,0.000000,23.899801,6,5,0.000000,9.013591,81.954620,24/11/23/11/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/14/8/,25/11/24/13/14/8/25/12/,5/,18.976360,81.955063,0,379
6,1125.000000,737.970642,22/19/18/7/N/N/,22/19/22/18/22/17/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/19/8/19/7/18/7/,15,0.000000,15.622465,6,5,0.000000,7.865450,99.656448,22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/19/8/19/7/18/7/,22/14/22/19/18/7/22/14/,N,53.828995,58.031780,0,1002
6,1256.547363,575.000000,26/18/23/7/N/N/,26/18/25/18/25/17/25/16/25/15/25/14/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/22/8/22/7/23/7/,15,0.000000,11.199314,6,5,0.000000,6.330566,81.825783,23/11/22/11/22/10/22/9/22/8/22/7/23/7/,24/11/26/18/23/7/25/11/,5/,20.267984,81.846313,1,826
6,973.683411,775.000000,16/14/21/23/N/N/,16/14/16/15/17/15/18/15/19/15/19/16/19/17/19/18/19/19/18/19/17/19/17/20/17/21/17/22/18/22/19/22/20/22/21/22/21/23/,15,0.000000,11.032047,5,5,0.000000,8.524693,62.053028,19/16/19/17/19/18/19/19/18/19/17/19/17/20/17/21/17/22/18/22/19/22/20/22/21/22/21/23/,19/15/16/14/21/23/19/15/,N,20.674156,64.544189,1,599
6,344.389252,1075.000000,9/14/11/18/0/22/,9/14/9/13/10/13/11/13/11/14/11/15/11/16/12/16/12/17/12/18/11/18/,15,0.000000,11.146449,8,6,0.000000,5.500516,55.086189,5/21/4/21/3/21/3/22/2/22/1/22/0/22/,6/21/11/18/0/22/6/21/,5/,13.168546,14.405669,0,218
6,825.000000,1075.000000,26/14/18/23/16/21/,26/14/25/14/25/15/25/16/25/17/25/18/25/19/25/20/25/21/24/21/24/22/23/22/22/22/21/22/20/22/19/22/18/22/18/23/,14,0.000000,22.090197,6,3,0.189159,11.834895,66.420715,N,16/21/N/N/N/N/16/21/,5/,3.062688,62.645775,0,439
6,1125.000000,477.251160,26/18/23/7/N/N/,26/18/25/18/25/17/25/16/25/15/25/14/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/22/8/22/7/23/7/,15,0.000000,6.230729,5,5,0.000000,6.331019,60.395462,22/8/22/7/23/7/,22/9/26/18/23/7/22/9/,N,3.266114,23.845623,1,261
6,775.000000,286.340820,18/20/17/5/N/N/,18/20/18/19/19/19/19/18/19/17/19/16/20/16/21/16/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/17/4/17/5/,15,0.000000,6.679161,6,5,0.000000,9.298605,72.772995,15/4/16/4/17/4/17/5/,15/5/18/20/17/5/15/5/,5/,40.195820,43.858536,0,206
6,1225.000000,675.000000,24/13/14/12/N/N/,24/13/25/13/25/12/25/11/24/11/23/11/22/11/21/11/20/11/19/11/18/11/17/11/17/12/17/13/16/13/15/13/14/13/14/12/,14,0.000000,20.163925,5,1,1.041749,8.397520,92.840851,N,24/13/N/N/N/N/24/13/,5/,3.251846,65.615692,0,466
6,975.000000,1078.487183,19/21/16/8/N/N/,19/21/19/22/20/22/21/22/22/22/23/22/24/22/24/21/25/21/25/20/25/19/25/18/25/17/25/16/25/15/25/14/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/16/8/,15,0.000000,17.436985,5,4,0.000000,8.321650,76.971466,N,19/21/16/21/19/21/19/21/,5/,3.251846,28.989435,0,285
6,871.184143,475.000000,23/16/18/3/N/N/,23/16/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/17/4/18/4/18/3/,15,0.000000,8.196815,5,5,0.000000,8.695160,77.484085,15/9/15/8/15/7/15/6/15/5/15/4/16/4/17/4/18/4/18/3/,16/9/23/16/18/3/17/9/,N,23.807405,62.963734,1,475
6,825.000000,175.000000,21/15/16/3/N/N/,21/15/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/16/3/,14,0.000000,16.353453,6,2,0.715624,9.847094,78.116051,N,16/3/N/N/N/N/16/3/,N,38.517204,71.631409,0,481
6,875.000000,1048.334961,15/14/21/23/N/N/,15/14/15/15/16/15/17/15/18/15/19/15/19/16/19/17/19/18/19/19/18/19/17/19/17/20/17/21/17/22/18/22/19/22/20/22/21/22/21/23/,15,0.000000,18.075983,6,5,0.000000,5.133527,83.133804,17/22/18/22/19/22/20/22/21/22/21/23/,17/21/15/14/21/23/17/20/,5/,26.442904,26.670544,0,172
6,802.826294,475.000000,23/17/16/3/N/N/,23/17/22/17/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/16/3/,15,0.000000,7.133608,5,5,0.000000,3.475297,98.324837,15/8/15/7/15/6/15/5/15/4/16/4/16/3/,15/9/23/17/16/3/16/9/,N,3.266114,17.824017,1,329
6,975.000000,380.549133,22/19/19/5/N/N/,22/19/22/18/22/17/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/19/8/19/7/19/6/19/5/,15,0.000000,16.595646,5,5,0.000000,4.531321,89.852386,19/6/19/5/,19/7/22/19/19/5/19/7/,5/,26.893019,39.628593,0,1213
6,1125.000000,545.775940,21/15/17/3/N/N/,21/15/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/17/4/17/3/,15,0.000000,20.653494,6,5,0.000000,7.731926,87.183624,22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/17/4/17/3/,22/10/21/15/17/3/22/10/,N,13.936027,53.096344,1,557
6,917.278137,575.000000,17/10/26/10/N/N/,17/10/17/11/18/11/19/11/20/11/21/11/22/11/23/11/24/11/25/11/26/11/26/10/,15,0.000000,9.696194,6,4,0.000000,11.200765,63.311836,17/10/,17/11/26/10/17/10/18/11/,N,61.860622,62.750408,0,801
6,325.000000,718.570007,16/14/21/23/N/N/,16/14/16/15/17/15/18/15/19/15/19/16/19/17/19/18/19/19/18/19/17/19/17/20/17/21/17/22/18/22/19/22/20/22/21/22/21/23/,15,0.000000,9.333752,8,4,0.000000,7.054911,95.413879,16/14/16/13/15/13/14/13/13/13/12/13/11/13/10/13/9/13/8/13/7/13/,6/13/8/18/16/14/6/14/,5/,3.251846,39.530342,0,800
6,1275.000000,525.000000,21/15/16/3/25/10/,21/15/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/16/3/,14,0.000000,16.738869,7,3,0.926222,7.055669,63.702835,N,25/10/N/N/N/N/25/10/,N,20.358101,81.317154,0,500
6,875.000000,563.594543,17/10/26/10/N/N/,17/10/17/11/18/11/19/11/20/11/21/11/22/11/23/11/24/11/25/11/26/11/26/10/,15,0.000000,12.692789,5,4,0.000000,4.055559,64.573395,N,17/10/20/17/17/10/17/11/,N,11.771847,40.760769,0,1314
6,1025.000000,875.000000,12/11/12/12/20/17/,12/11/11/11/11/12/12/12/,14,0.000000,16.592022,7,3,0.371564,7.812493,68.726051,N,20/17/N/N/N/N/20/17/,N,13.807435,47.572212,0,558
6,1275.000000,525.000000,17/10/26/10/25/10/,17/10/17/11/18/11/19/11/20/11/21/11/22/11/23/11/24/11/25/11/26/11/26/10/,14,0.000000,18.355091,5,3,0.225516,6.848441,50.424885,N,25/10/N/N/N/N/25/10/,N,3.026331,70.820419,0,933
6,975.000000,275.000000,22/4/19/5/N/N/,22/4/21/4/20/4/19/4/19/5/,14,0.000000,13.810177,7,2,3.266114,10.860622,54.919991,19/4/,19/5/N/N/N/N/19/5/,5/,36.473206,81.594360,0,883
6,711.163513,1125.000000,8/22/5/18/N/N/,8/22/8/21/7/21/7/20/7/19/7/18/6/18/5/18/,15,0.000000,8.965557,5,4,0.000000,6.509039,66.734009,8/22/8/21/9/21/10/21/11/21/12/21/12/22/,13/22/17/23/8/22/14/22/,5/,3.251846,24.610437,0,281
6,1131.427490,575.000000,24/13/14/12/N/N/,24/13/25/13/25/12/25/11/24/11/23/11/22/11/21/11/20/11/19/11/18/11/17/11/17/12/17/13/16/13/15/13/14/13/14/12/,15,0.000000,15.280616,6,5,0.000000,10.922343,91.492493,21/11/20/11/19/11/18/11/17/11/17/12/17/13/16/13/15/13/14/13/14/12/,22/11/24/13/14/12/22/11/,N,28.824270,62.428356,0,385
6,1222.201416,575.000000,21/13/26/16/N/N/,21/13/22/13/22/12/22/11/23/11/24/11/25/11/25/12/25/13/25/14/25/15/25/16/26/16/,15,0.000000,19.532806,5,5,0.000000,8.286290,77.338913,25/11/25/12/25/13/25/14/25/15/25/16/26/16/,24/11/21/13/26/16/24/11/,N,18.806665,75.097031,0,489
6,175.000000,1092.856934,10/22/11/20/0/22/,10/22/10/21/11/21/11/20/,15,0.000000,18.105312,6,6,0.000000,7.085143,66.496864,2/22/1/22/0/22/,3/22/11/20/0/22/3/21/,5/,11.571868,73.795959,0,759
6,625.000000,978.043701,23/21/18/5/16/21/,23/21/24/21/25/21/25/20/25/19/25/18/25/17/25/16/25/15/25/14/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/17/4/18/4/18/5/,15,0.000000,17.677517,5,6,0.000000,9.600683,61.803989,12/21/12/22/13/22/14/22/15/22/16/22/16/21/,12/20/18/5/16/21/12/19/,5/,23.931295,26.879414,0,211
6,1188.362061,925.000000,24/18/18/7/N/N/,24/18/23/18/22/18/22/17/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/19/8/19/7/18/7/,15,0.000000,8.175285,7,4,0.000000,5.054825,95.364372,N,24/18/23/12/24/18/23/18/,N,8.865751,53.060287,0,1158
6,1069.652832,1125.000000,18/21/18/8/N/N/,18/21/18/22/19/22/20/22/21/22/22/22/23/22/24/22/24/21/25/21/25/20/25/19/25/18/25/17/25/16/25/15/25/14/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/21/9/20/9/19/9/19/8/18/8/,15,0.000000,6.049728,6,5,0.000000,10.139869,60.853180,22/22/23/22/24/22/24/21/25/21/25/20/25/19/25/18/25/17/25/16/25/15/25/14/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/21/9/20/9/19/9/19/8/18/8/,21/22/18/21/18/8/21/22/,N,35.769794,82.551292,1,541
6,1175.000000,775.000000,23/15/19/3/N/N/,23/15/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/16/9/15/9/15/8/15/7/15/6/15/5/15/4/16/4/17/4/18/4/19/4/19/3/,14,0.000000,20.998808,5,1,1.211705,3.514338,72.717155,N,23/15/N/N/N/N/23/15/,N,15.640795,58.287857,0,555
6,825.000000,1025.000000,14/14/16/20/N/N/,14/14/14/15/15/15/16/15/17/15/18/15/19/15/19/16/19/17/19/18/19/19/18/19/17/19/17/20/16/20/,14,0.000000,9.333899,7,2,0.908043,9.309298,63.357052,N,16/20/N/N/N/N/16/20/,5/,39.564991,79.601959,0,624
6,1325.000000,825.000000,23/13/26/16/N/N/,23/13/22/13/22/12/22/11/23/11/24/11/25/11/25/12/25/13/25/14/25/15/25/16/26/16/,14,0.000000,9.397438,7,2,1.199584,10.743954,72.274841,N,26/16/N/N/N/N/26/16/,5/,31.197924,36.121582,0,238
6,888.351562,1125.000000,15/14/21/23/17/23/,15/14/15/15/16/15/17/15/18/15/19/15/19/16/19/17/19/18/19/19/18/19/17/19/17/20/17/21/17/22/18/22/19/22/20/22/21/22/21/23/,15,0.000000,13.859457,7,6,0.000000,6.278677,74.080795,17/23/,17/22/21/23/17/23/17/22/,5/,3.251846,41.601307,0,709
6,975.000000,450.071198,22/4/19/5/N/N/,22/4/21/4/20/4/19/4/19/5/,15,0.000000,21.313715,10,4,0.000000,8.518597,54.740051,22/4/22/5/22/6/22/7/22/8/22/9/21/9/20/9/,19/9/20/6/22/4/19/9/,5/,3.251846,54.123020,0,1011
6,1202.527100,575.000000,18/21/18/6/N/N/,18/21/18/22/19/22/20/22/21/22/22/22/23/22/24/22/24/21/25/21/25/20/25/19/25/18/25/17/25/16/25/15/25/14/25/13/25/12/25/11/24/11/23/11/22/11/22/10/22/9/21/9/20/9/19/9/19/8/19/7/19/6/18/6/,15,0.000000,22.731058,6,5,0.000000,6.637358,52.707676,22/11/22/10/22/9/21/9/20/9/19/9/19/8/19/7/19/6/18/6/,23/11/18/21/18/6/24/11/,5/,45.289513,69.833168,0,496
6,990.713074,475.000000,22/19/17/8/N/N/,22/19/22/18/22/17/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/18/9/17/9/17/8/,15,0.000000,22.505665,7,5,0.000000,5.752288,86.626068,18/9/17/9/17/8/,19/9/22/19/17/8/19/9/,N,27.758352,33.253929,1,969
6,974.224243,375.000000,24/18/18/7/23/12/,24/18/23/18/22/18/22/17/22/16/22/15/22/14/22/13/22/12/22/11/22/10/22/9/21/9/20/9/19/9/19/8/19/7/18/7/,15,0.000000,6.550038,6,6,0.000000,8.923321,74.574097,19/8/19/9/20/9/21/9/22/9/22/10/22/11/22/12/23/12/,19/7/18/7/23/12/19/7/,5/,0.666766,24.571888,0,369
6,1325.000000,725.000000,26/14/18/23/N/N/,26/14/25/14/25/15/25/16/25/17/25/18/25/19/25/20/25/21/24/21/24/22/23/22/22/22/21/22/20/22/19/22/18/22/18/23/,14,0.000000,7.266629,5,1,0.598137,7.207448,92.859116,N,26/14/N/N/N/N/26/14/,5/,3.266114,50.060665,1,658
6,949.620483,575.000000,17/10/26/10/N/N/,17/10/17/11/18/11/19/11/20/11/21/11/22/11/23/11/24/11/25/11/26/11/26/10/,15,0.000000,8.940031,5,5,0.000000,7.363673,93.786858,20/11/21/11/22/11/23/11/24/11/25/11/26/11/26/10/,19/11/17/10/26/10/18/11/,N,17.694220,24.603558,0,488
6,1175.000000,675.000000,23/13/15/16/N/N/,23/13/22/13/22/14/22/15/22/16/21/16/20/16/19/16/19/15/18/15/17/15/16/15/15/15/15/16/,14,0.000000,21.337482,5,1,1.979171,5.455977,77.270950,N,23/13/N/N/N/N/23/13/,N,1.646151,42.382141,1,552
6,1125.000000,485.737640,22/4/16/7/N/N/,22/4/21/4/20/4/19/4/18/4/17/4/16/4/15/4/15/5/15/6/15/7/16/7/,15,0.000000,21.823090,6,4,0.000000,6.539117,59.481548,22/4/22/5/22/6/22/7/22/8/,22/9/21/12/22/4/22/9/,N,3.188357,25.853561,0,406
6,1136.786621,575.000000,17/10/26/10/N/N/,17/10/17/11/18/11/19/11/20/11/21/11/22/11/23/11/24/11/25/11/26/11/26/10/,15,0.000000,9.130253,9,4,0.000000,6.596496,74.483963,17/10/17/11/18/11/19/11/20/11/21/11/,22/11/26/10/17/10/22/11/,N,3.266114,64.954086,1,1317
6,1211.655640,575.000000,21/13/26/16/N/N/,21/13/22/13/22/12/22/11/23/11/24/11/25/11/25/12/25/13/25/14/25/15/25/16/26/16/,15,0.000000,12.614282,7,5,0.000000,4.171370,74.095848,25/11/25/12/25/13/25/14/25/15/25/16/26/16/,24/11/21/13/26/16/24/11/,N,71.592789,76.214714,0,801
6,1325.000000,531.956543,17/10/26/10/N/N/,17/10/17/11/18/11/19/11/20/11/21/11/22/11/23/11/24/11/25/11/26/11/26/10/,15,0.000000,23.682957,6,4,0.000000,8.728969,57.036682,17/10/17/11/18/11/19/11/20/11/21/11/22/11/23/11/24/11/25/11/,26/11/26/10/17/10/26/10/,5/,44.719852,50.367115,0,877
6,175.000000,1091.562744,2/23/14/6/N/N/,2/23/2/22/3/22/3/21/4/21/5/21/6/21/7/21/8/21/9/21/10/21/11/21/12/21/12/20/12/19/12/18/12/17/12/16/11/16/11/15/11/14/11/13/11/12/11/11/11/10/11/9/11/8/11/7/11/6/11/5/11/4/12/4/13/4/14/4/15/4/15/5/15/6/14/6/,15,0.000000,6.788182,5,4,0.000000,10.468170,66.146278,2/23/2/22/,3/22/23/10/2/23/3/21/,N,29.706816,45.353870,0,134
6,1175.000000,675.000000,23/13/15/16/N/N/,23/13/22/13/22/14/22/15/22/16/21/16/20/16/19/16/19/15/18/15/17/15/16/15/15/15/15/16/,14,0.000000,17.107399,5,1,3.266114,11.324582,56.186501,N,23/13/N/N/N/N/23/13/,5/,12.451651,40.497887,0,193
6,975.000000,1025.000000,19/20/13/12/N/N/,19/20/19/19/19/18/19/17/19/16/19/15/18/15/17/15/17/14/17/13/16/13/15/13/14/13/13/13/13/12/,14,0.000000,12.416029,6,1,0.079546,6.041647,90.319092,N,19/20/N/N/N/N/19/20/,5/,2.289711,35.769974,0,399
6,1086.929321,1125.000000,24/20/18/16/N/N/,24/20/24/21/24/22/23/22/22/22/21/22/20/22/19/22/18/22/17/22/17/21/17/20/17/19/18/19/19/19/19/18/19/17/19/16/18/16/,15,0.000000,21.064152,5,5,0.000000,9.652678,74.208908,20/22/19/22/18/22/17/22/17/21/17/20/17/19/18/19/19/19/19/18/19/17/19/16/18/16/,21/22/24/20/18/16/21/22/,5/,80.275200,83.468384,0,617
