OBJECT_TYPE,GRID,TAGS,TEXTURE_RECT,RCI,SOUND_TIMER,SOUND_DURATION,TEXTURE_PATH
3,5/-19/,3/4/,50/300/50/150/,0/15/2/220/,65.452156,65.447998,resource/tile/Buildings.png
1,6/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,6/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,7/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,7/-16/,2/4/,50/150/50/150/,2/0/30/1000/,6.895392,6.888000,resource/tile/Buildings.png
4,7/3/,4/,0/150/50/150/,0/0/10/300/,6.893825,6.888000,resource/tile/Buildings.png
2,7/-17/,2/3/4/,100/0/50/150/,100/20/5/30000/,13.075194,13.041104,resource/tile/Buildings.png
4,7/-18/,2/3/4/,100/150/50/150/,1/1/50/10000/,6.922152,6.888000,resource/tile/Buildings.png
4,7/-19/,2/4/,50/150/50/150/,2/0/30/1000/,6.921313,6.888000,resource/tile/Buildings.png
1,7/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,7/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,8/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,8/-19/,2/3/4/,100/150/50/150/,1/1/50/10000/,6.893807,6.888000,resource/tile/Buildings.png
2,8/-17/,2/3/4/,100/0/50/150/,100/20/5/30000/,13.062236,13.041104,resource/tile/Buildings.png
1,9/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,9/1/,2/4/,50/150/50/150/,2/0/30/1000/,6.889318,6.888000,resource/tile/Buildings.png
1,9/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,9/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,9/-16/,2/4/,50/150/50/150/,2/0/30/1000/,6.925063,6.888000,resource/tile/Buildings.png
1,10/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,10/1/,2/4/,50/150/50/150/,2/0/30/1000/,6.891827,6.888000,resource/tile/Buildings.png
1,10/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,10/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,11/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,11/1/,2/4/,50/150/50/150/,2/0/30/1000/,6.888718,6.888000,resource/tile/Buildings.png
1,11/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-1/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-2/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-2/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-2/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,-2/-5/,4/,0/150/50/150/,0/0/10/300/,6.889682,6.888000,resource/tile/Buildings.png
1,-2/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-3/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-3/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-3/-7/,2/,0/0/50/150/,3/0/0/30/,13.043160,13.041104,resource/tile/Buildings.png
1,-3/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-3/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-3/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-3/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-3/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-4/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-4/-5/,2/,0/0/50/150/,3/0/0/30/,13.045586,13.041104,resource/tile/Buildings.png
1,-4/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-4/-7/,2/,0/0/50/150/,3/0/0/30/,13.050647,13.041104,resource/tile/Buildings.png
2,-4/-4/,2/,0/0/50/150/,3/0/0/30/,13.052132,13.041104,resource/tile/Buildings.png
2,-4/-3/,2/,0/0/50/150/,3/0/0/30/,13.042887,13.041104,resource/tile/Buildings.png
2,-4/-2/,2/,0/0/50/150/,3/0/0/30/,13.042786,13.041104,resource/tile/Buildings.png
2,-4/-1/,2/,0/0/50/150/,3/0/0/30/,13.045864,13.041104,resource/tile/Buildings.png
1,-5/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-5/-5/,2/,50/0/50/150/,10/0/0/150/,13.046942,13.041104,resource/tile/Buildings.png
1,-5/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-5/-1/,2/,50/0/50/150/,10/0/0/150/,13.049299,13.041104,resource/tile/Buildings.png
2,-5/-2/,2/,50/0/50/150/,10/0/0/150/,13.048035,13.041104,resource/tile/Buildings.png
2,-5/-3/,2/,50/0/50/150/,10/0/0/150/,13.051851,13.041104,resource/tile/Buildings.png
2,-5/-4/,2/,50/0/50/150/,10/0/0/150/,13.041850,13.041104,resource/tile/Buildings.png
2,-5/-7/,2/,0/0/50/150/,3/0/0/30/,0.003538,0.000000,resource/tile/Buildings.png
1,-6/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-6/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-6/-7/,2/,0/0/50/150/,3/0/0/30/,13.045117,13.041104,resource/tile/Buildings.png
1,-7/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,-7/-7/,3/4/,50/300/50/150/,0/15/2/220/,65.454453,65.447998,resource/tile/Buildings.png
1,-8/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-9/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-10/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-10/-5/,2/,0/0/50/150/,3/0/0/30/,13.053544,13.041104,resource/tile/Buildings.png
1,-11/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,12/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,13/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
