OBJECT_TYPE,POSITION_X,POSITION_Y,HOME/WORK/SHOP_GRID,PATH_TO_WORK_PLACE,IS_CITIZEN/HAS_HOME/HAS_WORK_PLACE/IS_MOVING,FIND_TIMER,FIND_INTERVAL,PATIENCE,STATUS,LIFE_TIEMR,LIFE_INTERVAL,SPEED,WALK_PATH,NEXT/START/DEST/PRE_GRID,TAGS,SHOP_TIMER,SHOP_INTERVAL,SHOP_NEED,MONEY
6,25.000000,47.451809,2/-1/9/-1/0/1/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/9/-1/,15,0.000000,10.995585,4,6,0.000000,7.857038,61.748306,N,0/1/9/-1/0/1/0/0/,N,8.429517,61.455025,0,123
6,75.000000,-159.378815,0/-1/2/-5/N/N/,0/-1/1/-1/1/-2/1/-3/1/-4/1/-5/2/-5/,15,0.000000,6.613457,9,5,0.000000,3.707700,54.549191,1/-5/2/-5/,1/-4/0/-1/2/-5/1/-4/,N,2.199816,76.808456,1,257
6,125.000000,75.000000,2/-1/2/1/N/N/,2/-1/2/0/2/1/,14,0.000000,20.287897,4,2,6.672101,8.678087,88.985367,N,2/1/N/N/N/N/2/1/,N,47.165413,63.120361,1,93
6,125.000000,75.000000,2/-2/2/1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,21.924852,5,2,4.199613,5.877997,98.618912,N,2/1/N/N/N/N/2/1/,N,19.325396,63.394634,0,104
6,125.000000,12.253872,2/-1/2/1/N/N/,2/-1/2/0/2/1/,15,0.000000,19.095211,6,4,0.000000,11.953354,58.424530,N,2/-1/2/1/2/-1/2/0/,N,9.883945,32.219593,1,80
6,0.000000,0.000000,N/N/N/N/N/N/,N,0,17.883078,21.820841,3,0,0.000000,8.743295,64.215210,N,N/N/N/N/N/N/0/0/,N,0.000000,72.029617,0,93
6,125.000000,75.000000,2/-2/2/1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,16.960175,5,2,3.242175,4.608470,57.561901,N,2/1/N/N/N/N/2/1/,N,42.311184,82.257721,0,115
6,125.000000,-75.000000,2/-2/2/1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,19.701181,8,1,1.708801,5.981292,86.823891,N,2/-2/N/N/N/N/2/-2/,N,28.336699,38.700508,0,104
6,125.000000,75.000000,2/-3/2/1/N/N/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,8.893156,1,2,7.926564,9.658214,63.102001,N,2/1/N/N/N/N/2/1/,N,15.950009,29.523300,1,114
6,125.000000,75.000000,2/-3/2/1/N/N/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,22.453360,8,2,0.551454,8.676950,61.743599,N,2/1/N/N/N/N/2/1/,N,55.208630,70.767258,0,89
6,125.000000,-75.000000,2/-2/2/1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,13.735584,6,1,4.963163,6.903244,97.770050,N,2/-2/N/N/N/N/2/-2/,N,7.514452,49.412510,0,78
6,125.000000,-75.000000,2/-2/2/1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,12.845661,7,1,7.787111,10.924839,80.719200,N,2/-2/N/N/N/N/2/-2/,N,10.883810,80.565041,0,76
6,25.000000,75.000000,2/-2/2/1/0/1/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,14.033367,8,3,5.702508,6.479230,61.984493,N,0/1/N/N/N/N/0/1/,N,1.617993,37.626587,0,80
6,90.201683,25.000000,2/-2/2/1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,15,0.000000,19.697838,10,4,0.000000,11.376774,89.721947,2/-2/1/-2/1/-1/,1/0/2/1/2/-2/1/0/,N,40.632618,50.526112,0,81
6,372.062439,25.000000,2/-1/9/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/9/-1/,15,0.000000,6.718886,6,4,0.000000,11.942097,80.784004,2/-1/2/0/3/0/4/0/5/0/,6/0/9/-1/2/-1/7/0/,N,3.527093,21.748747,1,107
6,125.000000,-25.000000,2/-1/9/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/9/-1/,14,0.000000,6.097761,7,1,1.236243,3.590742,76.879082,N,2/-1/N/N/N/N/2/-1/,N,71.290100,75.717850,0,181
6,0.000000,0.000000,N/N/N/N/N/N/,N,0,18.004286,19.762684,2,0,0.000000,7.237468,83.244827,N,N/N/N/N/N/N/0/0/,N,0.000000,20.687096,0,98
6,125.000000,75.000000,2/-3/2/1/N/N/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,23.243931,7,2,2.296721,11.245065,87.174873,N,2/1/N/N/N/N/2/1/,N,6.381168,15.168440,1,76
6,125.000000,75.000000,2/-2/2/1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,11.698474,2,2,3.684514,4.239630,65.822227,N,2/1/N/N/N/N/2/1/,N,1.545301,19.790058,1,131
6,125.000000,-125.000000,2/-3/2/1/N/N/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,14.653070,10,1,2.442214,7.566184,99.419518,N,2/-3/N/N/N/N/2/-3/,N,5.435864,49.453850,0,81
6,475.000000,-25.000000,2/-2/9/-1/N/N/,2/-2/1/-2/1/-1/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/9/-1/,14,0.000000,6.491485,5,2,2.593757,10.049313,67.795105,N,9/-1/N/N/N/N/9/-1/,N,54.576805,59.493225,1,140
6,125.000000,-225.000000,2/-3/0/1/2/-5/,2/-3/1/-3/1/-2/1/-1/1/0/0/0/0/1/,14,0.000000,15.801825,8,3,1.854314,5.959891,82.677353,N,2/-5/N/N/N/N/2/-5/,N,4.805674,14.580506,0,116
6,125.000000,-125.000000,2/-3/2/1/N/N/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,19.331436,5,1,5.672240,11.210462,98.873924,N,2/-3/N/N/N/N/2/-3/,N,7.690193,78.225914,0,86
6,0.000000,0.000000,N/N/N/N/N/N/,N,0,1.811895,23.328554,4,0,0.000000,8.801326,66.347122,N,N/N/N/N/N/N/0/0/,N,0.000000,30.491116,0,95
6,0.000000,0.000000,N/N/N/N/N/N/,N,0,2.205878,22.928410,4,0,0.000000,9.258164,82.710480,N,N/N/N/N/N/N/0/0/,N,0.000000,18.462444,0,98
6,75.000000,-23.425505,2/-3/2/1/N/N/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,15,0.000000,13.132283,10,4,0.000000,3.690938,97.453072,2/-3/1/-3/1/-2/,1/-1/2/1/2/-3/1/-1/,N,70.427986,71.633278,0,182
6,125.000000,-225.000000,2/-3/2/1/2/-5/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,14,0.000000,8.155413,9,3,0.357537,4.683897,65.611488,N,2/-5/N/N/N/N/2/-5/,N,6.066072,33.132584,0,106
6,119.878380,-125.000000,2/-3/2/1/N/N/,2/-3/1/-3/1/-2/1/-1/1/0/2/0/2/1/,15,0.000000,7.671744,5,4,0.000000,5.416658,62.232685,N,2/-3/2/1/2/-3/2/-3/,N,56.493019,67.452042,0,109
6,125.000000,75.000000,2/1/2/1/N/N/,2/1/,14,0.000000,18.542950,4,2,6.290325,6.752478,75.921600,N,N/N/N/N/N/N/2/1/,N,3.351039,52.084511,1,191
6,125.000000,75.000000,2/1/2/1/N/N/,2/1/,14,0.000000,7.688719,4,1,5.793403,8.334689,65.409157,N,N/N/N/N/N/N/2/1/,N,16.598352,36.768364,1,184
