OBJECT_TYPE,POSITION_X,POSITION_Y,HOME/WORK/SHOP_GRID,PATH_TO_WORK_PLACE,IS_CITIZEN/IS_MOVING,FIND_TIMER,FIND_INTERVAL,PATIENCE,STATUS,LIFE_TIEMR,LIFE_INTERVAL,SPEED,WALK_PATH,NEXT/START/DEST/PRE_GRID,TAGS,SHOP_TIMER,SHOP_INTERVAL,SHOP_NEED,MONEY,MAXPATIENCE
6,875.000000,-25.000000,17/-1/17/-1/N/N/,17/-1/,8,0.000000,12.838852,5,1,4.653440,6.680969,64.687851,N,17/-1/17/-1/17/-1/,N,11.638304,18.067343,0,15,5
6,125.000000,-25.000000,2/-1/7/-1/2/-1/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/7/-1/,8,3.684016,23.034943,10,3,1.744720,3.187111,52.629128,N,2/-1/2/-1/2/-1/,N,1.841728,76.661552,0,165,10
6,675.000000,-25.000000,14/-1/14/-1/N/N/,14/-1/,8,10.276706,16.354137,6,5,0.000000,3.179121,82.143417,13/0/14/0/14/-1/,13/0/14/-1/13/-1/,N,5.138400,12.331200,0,5,6
6,275.000000,-25.000000,2/-1/5/-1/5/-1/,2/-1/2/0/3/0/4/0/5/0/5/-1/,8,4.459680,17.278549,5,3,5.817568,11.964883,99.505783,N,5/-1/5/-1/5/-1/,N,5.914496,14.384275,0,13,5
6,1125.000000,-425.000000,22/-9/22/-9/N/N/,22/-9/,8,5.817568,6.455170,6,2,4.750464,6.131016,74.812950,N,22/-9/22/-9/22/-9/,N,22.403660,29.370430,0,74,6
6,1075.000000,-25.000000,21/-1/21/-1/N/N/,21/-1/,8,0.096976,8.062683,7,2,0.581296,4.780664,95.725136,N,21/-1/21/-1/21/-1/,N,11.343330,73.396881,0,452,7
6,825.000000,-25.000000,16/-1/16/-1/N/N/,16/-1/,8,3.393616,9.120804,5,1,8.435040,10.457055,77.832207,N,16/-1/16/-1/16/-1/,N,54.506195,77.341301,0,164,5
6,125.000000,-25.000000,2/-1/2/-1/2/-1/,2/-1/,8,4.265168,6.701296,9,3,0.192880,10.167831,51.692707,N,2/-1/2/-1/2/-1/,N,0.290896,12.711113,0,34,10
6,725.000000,-25.000000,15/-1/15/-1/N/N/,15/-1/,8,3.684016,15.427255,8,5,0.000000,4.938265,84.464249,14/0/15/0/15/-1/,14/0/15/-1/14/-1/,N,6.980640,57.461288,0,355,8
6,125.000000,14.962063,2/-1/7/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/7/-1/,8,4.265168,16.121838,7,5,0.000000,8.008701,82.508972,2/0/3/0/4/0/5/0/6/0/7/0/7/-1/,2/0/7/-1/2/0/,N,2.520384,18.543615,1,10,8
6,451.803589,25.000000,3/-1/13/-2/N/N/,3/-1/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/12/-1/12/-2/13/-2/,8,4.944496,6.197747,6,5,0.000000,3.946419,69.192642,9/0/10/0/11/0/12/0/12/-1/12/-2/13/-2/,9/0/13/-2/9/0/,N,11.347424,20.448164,0,71,6
6,0.000000,0.000000,N/N/N/N/N/N/,N,0,16.489874,23.264055,8,0,0.000000,11.091009,66.144455,N,N/N/N/N/0/0/,N,0.000000,25.670582,0,98,8
6,275.000000,-25.000000,2/-1/5/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/5/-1/,8,6.204976,9.370653,9,2,4.265168,11.540551,89.836151,N,5/-1/5/-1/5/-1/,N,34.620277,65.660973,0,77,9
6,632.736694,25.000000,3/-1/14/-1/N/N/,3/-1/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/14/0/14/-1/,8,6.786112,16.289761,10,5,0.000000,10.052076,62.311550,12/0/11/0/10/0/9/0/8/0/7/0/6/0/5/0/4/0/3/0/3/-1/,12/0/3/-1/12/0/,N,49.750267,61.359039,0,35,10
6,175.000000,-25.000000,2/-1/3/-1/N/N/,2/-1/2/0/3/0/3/-1/,8,19.398624,22.905136,5,2,3.587536,6.304083,93.124321,N,3/-1/3/-1/3/-1/,N,21.923403,23.520279,1,55,5
6,125.000000,-25.000000,2/-1/4/-1/N/N/,2/-1/2/0/3/0/4/0/4/-1/,8,15.714662,22.966253,10,1,1.259936,3.401549,62.509735,N,2/-1/2/-1/2/-1/,N,22.113474,76.461952,0,307,10
6,425.000000,-25.000000,8/-1/8/-1/N/N/,8/-1/,8,5.429280,14.360954,10,2,7.756272,11.616596,99.143715,N,8/-1/8/-1/8/-1/,N,39.275356,83.765465,0,123,10
6,125.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,2.036176,14.915582,5,1,2.520384,11.177949,94.736107,N,2/-1/2/-1/2/-1/,N,33.174618,66.610703,1,44,5
6,175.000000,-25.000000,2/-1/3/-1/N/N/,2/-1/2/0/3/0/3/-1/,8,3.975376,9.408071,10,2,7.271552,8.828504,77.167061,N,3/-1/3/-1/3/-1/,N,8.240657,58.596588,1,157,10
6,125.000000,-25.000000,2/-1/2/-1/N/N/,2/-1/,8,1.744720,17.531361,7,1,2.424000,4.448142,69.729233,N,2/-1/2/-1/2/-1/,N,7.174560,50.400932,0,333,7
6,325.000000,-25.000000,6/-1/6/-1/N/N/,6/-1/,8,18.720398,20.487358,8,1,6.108496,8.651211,52.652798,N,6/-1/6/-1/6/-1/,N,41.707092,46.577721,0,130,8
6,125.000000,-25.000000,2/-1/14/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/14/0/14/-1/,8,21.338322,22.064375,8,1,7.853744,8.199409,76.546707,N,2/-1/2/-1/2/-1/,N,1.066064,25.722130,1,22,8
6,125.000000,-25.000000,2/-1/2/-1/N/N/,2/-1/,8,6.010960,12.022504,9,1,1.551360,7.845311,84.404884,N,2/-1/2/-1/2/-1/,N,57.601814,74.113373,0,263,9
6,125.000000,-25.000000,2/-1/7/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/7/-1/,8,17.265459,20.308342,7,1,6.495856,6.978270,82.644638,N,2/-1/2/-1/2/-1/,N,76.809799,83.521484,0,182,7
6,225.000000,-25.000000,2/-1/4/-1/N/N/,2/-1/2/0/3/0/4/0/4/-1/,8,12.220049,13.197813,7,2,3.393616,5.994411,70.444649,N,4/-1/4/-1/4/-1/,N,48.583794,61.864803,0,208,7
6,125.000000,-25.000000,2/-1/14/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/14/0/14/-1/,8,7.756272,20.726210,9,1,8.144176,11.688997,94.354630,N,2/-1/2/-1/2/-1/,N,27.931616,52.109993,0,19,10
6,125.000000,-25.000000,2/-1/6/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/6/-1/,8,11.735760,18.177452,5,1,6.592800,9.324129,80.266891,N,2/-1/2/-1/2/-1/,N,19.786480,67.999771,0,74,5
6,775.000000,-25.000000,2/-1/13/-1/15/-1/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,4.265168,9.786872,5,3,10.471169,10.693501,64.716652,N,15/-1/15/-1/15/-1/,N,13.286066,67.256332,0,21,5
6,225.000000,-25.000000,2/-1/4/-1/N/N/,2/-1/2/0/3/0/4/0/4/-1/,8,11.052768,13.088533,5,2,4.362736,11.873292,88.922592,N,4/-1/4/-1/4/-1/,N,3.393056,33.436844,1,75,5
6,675.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,7.659376,10.929162,6,2,4.168800,5.767937,70.615639,N,13/-1/13/-1/13/-1/,N,29.288010,82.083771,0,40,6
6,425.000000,25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,16.102003,17.734924,10,5,0.000000,5.913748,60.936493,9/0/10/0/11/0/12/0/13/0/13/-1/,9/0/13/-1/8/0/,N,32.488735,35.167995,0,9,10
6,131.948349,25.000000,2/-1/4/-1/N/N/,2/-1/2/0/3/0/4/0/4/-1/,8,9.792481,11.896714,9,5,0.000000,4.099933,55.535065,2/0/2/-1/,2/0/2/-1/2/0/,N,46.741722,56.582100,0,256,9
6,344.016754,25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,4.265168,20.205994,6,5,0.000000,6.915674,98.593758,7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,7/0/13/-1/6/0/,N,24.344093,66.340576,0,28,6
6,125.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,17.168564,17.700035,7,1,7.465424,11.523350,76.043243,N,2/-1/2/-1/2/-1/,N,36.850929,42.429398,1,8,7
6,538.533325,25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,8.725921,23.902636,8,5,0.000000,3.992188,70.164551,11/0/12/0/13/0/13/-1/,11/0/13/-1/10/0/,N,23.762318,28.711229,0,14,8
6,675.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,11.929185,18.475956,5,2,5.041424,10.823534,79.468979,N,13/-1/13/-1/13/-1/,N,12.603829,38.296051,1,54,5
6,375.000000,-25.000000,2/-1/7/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/7/-1/,8,14.162754,17.065149,6,2,7.659376,10.774940,79.672905,N,7/-1/7/-1/7/-1/,N,13.864164,15.852226,1,64,7
6,262.977509,25.000000,2/-1/5/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/5/-1/,8,5.914496,10.135684,8,5,0.000000,9.351169,98.037857,5/0/5/-1/,5/0/5/-1/5/0/,N,12.025569,22.437725,1,21,9
6,125.000000,-25.000000,2/-1/4/-1/N/N/,2/-1/2/0/3/0/4/0/4/-1/,8,2.908257,6.786411,6,1,3.587536,4.608787,76.914696,N,2/-1/2/-1/2/-1/,N,10.858816,47.830460,0,191,6
6,375.000000,-25.000000,2/-1/7/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/7/-1/,8,11.832208,13.302797,8,2,2.811329,8.894640,71.477966,N,7/-1/7/-1/7/-1/,N,28.706318,57.953041,0,77,8
6,675.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,4.750464,23.362434,5,2,3.587536,5.203948,92.433716,N,13/-1/13/-1/13/-1/,N,31.713072,44.809906,0,38,5
6,459.958038,25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,4.847520,23.104460,7,5,0.000000,3.556728,77.986176,8/0/7/0/6/0/5/0/4/0/3/0/2/0/2/-1/,8/0/2/-1/9/0/,N,36.753811,46.945873,0,71,7
6,325.000000,-25.000000,2/-1/6/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/6/-1/,8,0.968560,10.841410,5,2,1.066064,5.535466,80.035141,N,6/-1/6/-1/6/-1/,N,20.465216,24.469576,1,67,5
6,125.000000,-11.238203,2/-1/6/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/6/-1/,8,7.368448,8.262806,9,5,0.000000,7.925212,53.428505,2/-1/,2/-1/2/-1/2/-1/,N,13.286066,70.337509,0,96,9
6,125.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,21.046833,23.895775,7,1,7.465424,11.312716,86.128426,N,2/-1/2/-1/2/-1/,N,7.853744,58.394493,1,41,8
6,402.437805,25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,11.052768,21.346298,6,5,0.000000,7.477003,77.561005,7/0/6/0/5/0/4/0/3/0/2/0/2/-1/,7/0/2/-1/8/0/,N,10.858497,38.963108,1,49,6
6,125.000000,-25.000000,2/-1/8/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/8/-1/,8,2.617936,12.308008,5,1,10.762033,11.821235,53.513145,N,2/-1/2/-1/2/-1/,N,29.870800,50.543816,0,47,6
6,125.000000,-25.000000,2/-1/8/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/8/-1/,8,1.066064,15.090131,9,1,0.484336,8.737396,88.397614,N,2/-1/2/-1/2/-1/,N,0.968560,43.193279,1,92,9
6,675.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,15.423764,20.076118,8,2,1.356912,6.215583,64.037437,N,13/-1/13/-1/13/-1/,N,10.664483,26.791960,1,71,8
6,125.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,6.786112,14.243958,8,1,1.453680,5.574265,55.887794,N,2/-1/2/-1/2/-1/,N,0.387376,60.018147,1,61,8
6,675.000000,6.726564,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,7.465424,13.987068,4,5,0.000000,6.040105,94.739922,13/-1/,13/-1/13/-1/13/0/,N,1.453680,25.440338,1,35,5
6,125.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,16.295940,19.420044,6,1,5.138400,11.774115,64.499863,N,2/-1/2/-1/2/-1/,N,1.648336,41.688931,1,39,7
6,675.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,15.326164,16.595604,5,2,0.387376,3.344642,64.673927,N,13/-1/13/-1/13/-1/,N,7.464975,19.536057,1,67,5
6,125.000000,-25.000000,2/-1/8/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/8/-1/,8,5.623184,9.595276,5,1,2.424000,3.199262,63.934647,N,2/-1/2/-1/2/-1/,N,12.123105,20.367655,0,26,5
6,125.000000,-25.000000,2/-1/13/-1/N/N/,2/-1/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/12/0/13/0/13/-1/,8,17.168564,22.586159,5,1,8.435040,10.534532,76.296898,N,2/-1/2/-1/2/-1/,N,28.028576,83.916672,0,27,5
