OBJECT_TYPE,POSITION_X,POSITION_Y,HOME/WORK/SHOP_GRID,PATH_TO_WORK_PLACE,IS_CITIZEN/IS_MOVING,FIND_TIMER,FIND_INTERVAL,PATIENCE,STATUS,LIFE_TIEMR,LIFE_INTERVAL,SPEED,WALK_PATH,NEXT/START/DEST/PRE_GRID,TAGS,SHOP_TIMER,SHOP_INTERVAL,SHOP_NEED,MONEY,MAXPATIENCE
6,-75.000000,25.000000,-14/-1/17/-13/N/N/,-14/-1/-13/-1/-12/-1/-12/0/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/11/-1/11/-2/11/-3/11/-4/12/-4/13/-4/14/-4/14/-5/15/-5/16/-5/17/-5/18/-5/18/-6/18/-7/18/-8/19/-8/19/-9/19/-10/19/-11/19/-12/19/-13/18/-13/17/-13/,8,14.315935,16.711052,10,5,0.000000,4.376549,53.024174,-3/0/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-10/0/-11/0/-12/0/-12/-1/-13/-1/-14/-1/,-3/0/-14/-1/-2/0/,N,5.911536,42.030655,1,54,10
6,125.000000,75.000000,-2/1/2/-1/2/1/,-2/1/-2/0/-1/0/0/0/1/0/2/0/2/-1/,8,8.199984,17.665997,7,3,8.991344,9.122545,78.927055,N,2/1/2/1/2/1/,N,11.620672,49.495087,0,1621,7
6,-225.000000,625.000000,-6/7/-5/12/N/N/,-6/7/-7/7/-7/8/-7/9/-7/10/-6/10/-6/11/-6/12/-5/12/,8,3.407376,9.781823,10,2,4.283184,5.882843,51.370346,N,-5/12/-5/12/-5/12/,N,39.184685,45.085373,0,35,10
6,-225.000000,75.000000,-5/1/-4/1/N/N/,-5/1/-5/0/-4/0/-4/1/,8,8.199984,15.518218,7,1,0.799088,4.884974,97.109695,N,-5/1/-5/1/-5/1/,N,33.773197,58.555664,0,6732,7
6,-25.000000,-275.000000,0/-8/5/-1/N/N/,0/-8/-1/-8/-1/-7/-1/-6/-1/-5/-1/-4/-1/-3/-1/-2/-1/-1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/5/-1/,8,5.911536,7.026890,6,5,0.000000,8.698980,53.655807,-1/-7/-1/-8/0/-8/,-1/-7/0/-8/-1/-6/,N,3.407376,69.029602,1,2124,6
6,25.000000,-25.000000,-5/1/0/-1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/0/-1/,8,0.799088,11.204679,5,2,6.601728,11.913439,66.594795,N,0/-1/0/-1/0/-1/,N,13.937742,44.556812,1,1837,5
6,125.000000,25.000000,-2/1/2/-1/N/N/,-2/1/-2/0/-1/0/0/0/1/0/2/0/2/-1/,8,16.014353,18.273066,6,5,0.000000,11.013597,86.834282,2/-1/,2/-1/2/-1/2/0/,N,37.736919,63.557640,0,58,6
6,375.000000,-25.000000,-6/-1/7/-1/5/1/,-6/-1/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/7/-1/,8,8.991344,10.268890,8,5,0.000000,10.921167,67.596222,7/0/6/0/5/0/5/1/,7/0/5/1/7/-1/,N,0.000000,57.744846,1,1337,8
6,-325.000000,25.000000,-10/-11/10/-1/N/N/,-10/-11/-10/-12/-9/-12/-8/-12/-7/-12/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/-1/-6/-1/-5/-1/-4/-1/-3/-1/-2/-1/-1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/10/-1/,8,8.991344,10.104589,9,5,0.000000,5.925822,56.963249,-8/0/-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-11/-5/-11/-6/-11/-7/-11/-8/-11/-9/-11/-10/-11/-11/-10/-11/,-8/0/-10/-11/-7/0/,N,27.236767,40.770111,0,61,9
6,-225.000000,-25.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,0.799088,7.518951,5,5,0.000000,3.921713,53.075405,-5/0/-4/0/-4/1/,-5/0/-4/1/-5/-1/,N,28.325359,72.434509,0,22,5
6,775.000000,-225.000000,-8/-13/15/-6/11/-7/,-8/-13/-8/-12/-7/-12/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/0/-10/1/-10/2/-10/2/-9/3/-9/4/-9/5/-9/6/-9/7/-9/7/-8/8/-8/9/-8/10/-8/10/-7/10/-6/11/-6/11/-5/11/-4/12/-4/13/-4/14/-4/14/-5/15/-5/15/-6/,8,7.336016,17.649014,5,5,0.000000,7.033110,56.796570,14/-5/14/-4/13/-4/12/-4/11/-4/11/-5/11/-6/11/-7/,14/-5/11/-7/15/-5/,N,1.571424,69.787949,1,685,5
6,-225.000000,75.000000,-5/1/-4/1/-5/1/,-5/1/-5/0/-4/0/-4/1/,8,12.459488,13.717525,8,3,6.601728,11.320658,85.631042,N,-5/1/-5/1/-5/1/,N,7.336016,64.123474,0,339,8
6,-225.000000,75.000000,-5/1/-5/1/N/N/,-5/1/,8,3.407376,15.244272,8,2,6.601728,7.762486,70.196136,N,-5/1/-5/1/-5/1/,N,62.807053,69.227859,0,5300,8
6,-525.000000,25.000000,-8/1/-6/2/N/N/,-8/1/-8/0/-9/0/-10/0/-11/0/-11/1/-11/2/-11/3/-10/3/-9/3/-8/3/-7/3/-6/3/-6/2/,8,2.518480,16.011208,8,5,0.000000,8.640440,52.272709,-11/1/-11/2/-11/3/-10/3/-9/3/-8/3/-7/3/-6/3/-6/2/,-11/1/-6/2/-11/0/,N,8.199984,70.366028,1,19,8
6,-125.000000,25.000000,-4/1/-3/-1/N/N/,-4/1/-4/0/-3/0/-3/-1/,8,6.601728,12.578640,5,5,0.000000,4.957119,52.405819,-3/-1/,-3/-1/-3/-1/-3/0/,N,19.236591,27.587282,0,51,5
6,-575.000000,-125.000000,-10/-3/-5/5/-12/-3/,-10/-3/-11/-3/-11/-2/-11/-1/-11/0/-11/1/-11/2/-11/3/-10/3/-9/3/-8/3/-7/3/-6/3/-6/4/-5/4/-5/5/,8,2.518480,20.912603,9,3,3.407376,5.224903,80.138878,N,-12/-3/-12/-3/-12/-3/,N,5.911536,58.571678,0,1168,9
6,-225.000000,75.000000,-5/1/-5/1/N/N/,-5/1/,8,2.518480,9.568155,9,2,9.968512,11.847751,56.616158,N,-5/1/-5/1/-5/1/,N,48.699352,66.682343,0,835,9
6,225.000000,-475.000000,7/-11/10/-5/4/-10/,7/-11/7/-10/7/-9/7/-8/8/-8/9/-8/10/-8/10/-7/10/-6/10/-5/,8,20.157391,21.644436,9,3,4.283184,7.744061,89.908798,N,4/-10/4/-10/4/-10/,N,5.092416,13.000692,0,2,9
6,-375.000000,25.000000,-10/-11/10/-1/N/N/,-10/-11/-10/-12/-9/-12/-8/-12/-7/-12/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/-1/-6/-1/-5/-1/-4/-1/-3/-1/-2/-1/-1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/10/-1/,8,0.799088,13.915817,7,5,0.000000,10.222364,81.617722,-9/0/-10/0/-11/0/-11/-1/-11/-2/-11/-3/-11/-4/-11/-5/-11/-6/-11/-7/-11/-8/-11/-9/-11/-10/-11/-11/-10/-11/,-9/0/-10/-11/-8/0/,N,34.901501,76.424362,0,889,7
6,-175.000000,75.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,15.152161,16.675344,5,1,6.601728,7.165531,61.157154,N,-4/1/-4/1/-4/1/,N,52.844078,62.174229,0,18,5
6,-125.000000,25.000000,-7/1/0/4/N/N/,-7/1/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/-1/1/-1/2/-1/3/-1/4/0/4/,8,5.911536,23.585617,8,5,0.000000,10.556850,81.950249,-2/0/-1/0/-1/1/-1/2/-1/3/-1/4/0/4/,-2/0/0/4/-3/0/,N,43.351128,56.696213,0,22,8
6,-325.000000,75.000000,-5/1/-7/1/-7/1/,-5/1/-5/0/-6/0/-7/0/-7/1/,8,8.199984,16.238249,9,3,3.407376,6.455056,89.594612,N,-7/1/-7/1/-7/1/,N,4.283184,32.101650,0,9,9
6,75.000000,75.000000,-5/1/0/-1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/0/-1/,8,8.991344,12.413085,10,5,0.000000,10.446289,84.807068,1/0/0/0/-1/0/-2/0/-3/0/-4/0/-5/0/-5/1/,1/0/-5/1/1/1/,N,16.014353,24.979950,0,73,10
6,25.000000,-25.000000,-5/1/0/-1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/0/-1/,8,16.014353,17.314732,7,2,8.199984,9.472397,83.619308,N,0/-1/0/-1/0/-1/,N,56.614616,78.168129,0,2195,7
6,625.000000,-275.000000,7/-12/10/-5/12/-6/,7/-12/8/-12/9/-12/9/-11/10/-11/10/-10/10/-9/10/-8/10/-7/10/-6/10/-5/,8,0.000000,8.400991,6,3,8.199984,11.717057,99.435501,N,12/-6/12/-6/12/-6/,N,11.620672,41.469589,0,969,6
6,-425.000000,-675.000000,-10/-7/-9/-14/-9/-14/,-10/-7/-11/-7/-11/-8/-11/-9/-11/-10/-11/-11/-12/-11/-12/-12/-12/-13/-12/-14/-11/-14/-11/-15/-10/-15/-9/-15/-9/-14/,8,14.315935,16.775129,8,3,0.799088,3.323805,93.670403,N,-9/-14/-9/-14/-9/-14/,N,1.571424,24.527355,0,13,8
6,-225.000000,75.000000,-5/1/-5/1/N/N/,-5/1/,8,3.407376,11.556065,5,2,5.911536,9.396501,60.610672,N,-5/1/-5/1/-5/1/,N,35.147984,36.008255,0,56,5
6,325.000000,-675.000000,6/-14/10/-5/N/N/,6/-14/7/-14/7/-13/8/-13/8/-12/9/-12/9/-11/10/-11/10/-10/10/-9/10/-8/10/-7/10/-6/10/-5/,8,13.301840,19.309359,7,1,8.199984,8.580104,51.660183,N,6/-14/6/-14/6/-14/,N,32.927887,53.172836,0,959,7
6,-125.000000,75.000000,-3/1/3/-1/N/N/,-3/1/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/3/-1/,8,16.931520,21.103859,5,1,0.799088,8.632721,71.386307,N,-3/1/-3/1/-3/1/,N,2.518480,26.902431,1,33,6
6,-175.000000,75.000000,-5/1/-4/1/N/N/,-5/1/-5/0/-4/0/-4/1/,8,5.092416,16.258434,9,5,0.000000,7.094599,78.163033,-4/0/-5/0/-5/1/,-4/0/-5/1/-4/1/,N,70.148125,83.756340,0,5776,9
6,-225.000000,75.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,3.407376,13.516598,9,5,0.000000,3.341424,95.181351,-5/0/-4/0/-4/1/,-5/0/-4/1/-5/1/,N,6.601728,81.728622,0,4,9
6,-375.000000,75.000000,-5/1/-8/1/-8/1/,-5/1/-5/0/-6/0/-7/0/-8/0/-8/1/,8,0.799088,22.809771,9,3,5.092416,9.608067,56.281410,N,-8/1/-8/1/-8/1/,N,5.911536,17.487957,0,25,9
6,25.000000,-825.000000,-3/-13/0/-17/0/-17/,-3/-13/-2/-13/-1/-13/-1/-14/-1/-15/-1/-16/0/-16/0/-17/,8,0.000000,7.619518,5,3,0.000000,4.846051,83.485428,N,0/-17/0/-17/0/-17/,N,0.000000,61.316669,0,0,5
6,-475.000000,75.000000,-10/1/-5/5/N/N/,-10/1/-11/1/-11/2/-11/3/-10/3/-9/3/-8/3/-7/3/-6/3/-6/4/-5/4/-5/5/,8,7.336016,10.608141,10,1,8.991344,10.649296,95.415985,N,-10/1/-10/1/-10/1/,N,30.304893,76.461716,0,40,10
6,-225.000000,75.000000,-5/1/-3/1/N/N/,-5/1/-5/0/-4/0/-3/0/-3/1/,8,16.014353,22.186892,7,1,8.991344,11.334279,72.024620,N,-5/1/-5/1/-5/1/,N,27.236767,43.855808,0,37,7
6,25.000000,-25.000000,-5/1/0/-1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/0/-1/,8,1.571424,18.746542,9,2,5.911536,8.593943,93.720451,N,0/-1/0/-1/0/-1/,N,4.089904,44.405785,1,1717,9
6,625.000000,-275.000000,7/-12/10/-5/12/-6/,7/-12/8/-12/9/-12/9/-11/10/-11/10/-10/10/-9/10/-8/10/-7/10/-6/10/-5/,8,15.152161,16.689209,5,3,3.407376,11.122745,54.065701,N,12/-6/12/-6/12/-6/,N,6.601728,32.310280,0,408,5
6,-25.000000,-475.000000,-10/-11/10/-1/N/N/,-10/-11/-10/-12/-9/-12/-8/-12/-7/-12/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/-1/-6/-1/-5/-1/-4/-1/-3/-1/-2/-1/-1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/10/-1/,8,6.601728,8.239665,5,5,0.000000,4.679648,80.409355,-1/-11/-1/-12/-2/-12/-3/-12/-4/-12/-5/-12/-6/-12/-7/-12/-8/-12/-9/-12/-10/-12/-10/-11/,-1/-11/-10/-11/-1/-10/,N,7.336016,33.199245,1,31,6
6,-75.000000,125.000000,-4/1/-2/2/N/N/,-4/1/-4/0/-3/0/-2/0/-1/0/-1/1/-1/2/-2/2/,8,15.152161,22.462240,5,2,1.571424,7.856287,95.905807,N,-2/2/-2/2/-2/2/,N,34.499310,68.428040,0,60,5
6,-225.000000,75.000000,-5/1/-2/1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-2/1/,8,5.911536,21.929012,10,1,2.518480,3.220766,83.696182,N,-5/1/-5/1/-5/1/,N,8.991344,25.304136,0,242,10
6,-175.000000,75.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,14.315935,21.831959,7,5,0.000000,9.294912,82.451126,-4/0/-5/0/-5/-1/,-4/0/-5/-1/-4/1/,N,4.283184,28.665525,1,48,9
6,-175.000000,275.000000,-10/-1/-5/5/-4/5/,-10/-1/-10/0/-11/0/-11/1/-11/2/-11/3/-10/3/-9/3/-8/3/-7/3/-6/3/-6/4/-5/4/-5/5/,8,8.199984,19.011204,10,3,7.336016,8.583639,92.480545,N,-4/5/-4/5/-4/5/,N,10.724512,47.543228,0,711,10
6,-225.000000,75.000000,-5/1/-3/1/N/N/,-5/1/-5/0/-4/0/-3/0/-3/1/,8,8.199984,21.311794,9,1,0.000000,8.249594,59.668312,N,-5/1/-5/1/-5/1/,N,9.968512,47.259407,0,15,9
6,-225.000000,75.000000,-5/1/-4/1/N/N/,-5/1/-5/0/-4/0/-4/1/,8,0.000000,12.396906,10,1,2.518480,6.456533,92.729698,N,-5/1/-5/1/-5/1/,N,70.389282,73.579529,0,5595,10
6,75.000000,25.000000,-3/1/4/-1/N/N/,-3/1/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/4/-1/,8,8.199984,20.455132,5,5,0.000000,10.914044,67.527794,0/0/-1/0/-2/0/-3/0/-3/1/,0/0/-3/1/1/0/,N,69.574928,73.517494,0,91,5
6,-175.000000,75.000000,-4/1/-9/-1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/-1/,8,8.991344,17.616154,8,1,2.518480,6.901263,68.345390,N,-4/1/-4/1/-4/1/,N,0.000000,43.317795,1,39,9
6,-175.000000,-575.000000,-4/-13/0/-7/N/N/,-4/-13/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/0/-7/,8,0.000000,8.403979,7,5,0.000000,9.893353,89.796082,-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/0/-7/,-3/-12/0/-7/-4/-12/,N,35.734123,70.266647,0,990,7
6,25.000000,25.000000,-5/1/0/-1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/0/-1/,8,3.407376,15.919346,7,5,0.000000,10.888913,59.482323,0/-1/,0/-1/0/-1/0/0/,N,4.283184,26.802208,1,23,7
6,125.000000,-475.000000,-6/-10/2/-8/N/N/,-6/-10/-6/-11/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/0/-10/1/-10/2/-10/2/-9/2/-8/,8,8.991344,11.338053,5,5,0.000000,9.782410,54.522736,2/-9/2/-8/,2/-9/2/-8/2/-10/,N,42.677273,79.472626,0,13,5
6,-225.000000,75.000000,-5/1/-5/1/N/N/,-5/1/,8,0.799088,7.537979,6,2,0.000000,9.907992,73.900299,N,-5/1/-5/1/-5/1/,N,24.695023,25.726059,0,7948,6
6,-125.000000,75.000000,-3/1/3/-1/N/N/,-3/1/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/3/-1/,8,5.092416,9.700994,6,1,1.571424,6.811693,73.542183,N,-3/1/-3/1/-3/1/,N,17.741104,36.818977,0,3128,6
6,-425.000000,-25.000000,-4/1/-9/-1/N/N/,-4/1/-4/0/-5/0/-6/0/-7/0/-8/0/-9/0/-9/-1/,8,0.799088,20.512108,7,2,4.283184,11.540178,91.472168,N,-9/-1/-9/-1/-9/-1/,N,50.162479,67.151917,0,14,7
6,25.000000,-325.000000,-4/-13/0/-7/N/N/,-4/-13/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/0/-7/,8,0.799088,19.321182,7,2,5.092416,6.382210,94.881432,N,0/-7/0/-7/0/-7/,N,46.330986,75.890770,0,1575,7
6,-225.000000,75.000000,-5/1/0/-1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/0/-1/,8,2.518480,7.800881,10,1,0.799088,6.197406,56.632122,N,-5/1/-5/1/-5/1/,N,9.968512,44.753227,0,138,10
6,-1275.000000,325.000000,-27/8/10/-12/N/N/,-27/8/-26/8/-26/7/-26/6/-26/5/-26/4/-26/3/-25/3/-24/3/-23/3/-22/3/-21/3/-20/3/-19/3/-18/3/-17/3/-16/3/-15/3/-14/3/-13/3/-13/2/-12/2/-12/1/-12/0/-11/0/-10/0/-9/0/-8/0/-7/0/-6/0/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/11/0/11/-1/11/-2/11/-3/11/-4/11/-5/11/-6/10/-6/10/-7/10/-8/10/-9/10/-10/10/-11/10/-12/,8,15.152161,16.132114,5,5,0.000000,11.678056,63.364330,-26/7/-26/8/-27/8/,-26/7/-27/8/-26/6/,N,26.310909,29.284239,0,3,5
6,-775.000000,175.000000,-6/7/-21/5/N/N/,-6/7/-7/7/-7/6/-7/5/-7/4/-7/3/-8/3/-9/3/-10/3/-11/3/-12/3/-13/3/-14/3/-15/3/-16/3/-17/3/-18/3/-19/3/-20/3/-21/3/-21/4/-21/5/,8,5.092416,18.543484,10,5,0.000000,8.172398,62.008125,-17/3/-18/3/-19/3/-20/3/-21/3/-21/4/-21/5/,-17/3/-21/5/-16/3/,N,53.907688,72.450012,0,18,10
6,-75.000000,-575.000000,-6/-10/2/-8/N/N/,-6/-10/-6/-11/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/0/-10/1/-10/2/-10/2/-9/2/-8/,8,3.407376,7.163101,7,5,0.000000,9.377504,56.943981,-3/-12/-4/-12/-5/-12/-6/-12/-6/-11/-6/-10/,-3/-12/-6/-10/-2/-12/,N,70.341858,72.210403,0,57,7
6,-225.000000,25.000000,-5/1/-6/1/N/N/,-5/1/-5/0/-6/0/-6/1/,8,12.459488,14.827637,6,5,0.000000,3.460419,94.598984,-6/0/-6/1/,-6/0/-6/1/-5/0/,N,15.152161,23.635845,0,707,6
6,-175.000000,25.000000,-5/1/0/-1/N/N/,-5/1/-5/0/-4/0/-3/0/-2/0/-1/0/0/0/0/-1/,8,0.799088,22.317652,8,5,0.000000,5.945581,93.934814,-5/0/-5/1/,-5/0/-5/1/-4/0/,N,76.497765,80.661659,0,2341,8
6,375.000000,-525.000000,7/-11/10/-5/N/N/,7/-11/7/-10/7/-9/7/-8/8/-8/9/-8/10/-8/10/-7/10/-6/10/-5/,8,22.508560,22.868393,9,1,0.000000,10.817747,69.016403,N,7/-11/7/-11/7/-11/,N,77.345276,83.076660,0,729,9
6,425.000000,25.000000,-10/-11/10/-1/N/N/,-10/-11/-10/-12/-9/-12/-8/-12/-7/-12/-6/-12/-5/-12/-4/-12/-3/-12/-2/-12/-1/-12/-1/-11/-1/-10/-1/-9/-1/-8/-1/-7/-1/-6/-1/-5/-1/-4/-1/-3/-1/-2/-1/-1/-1/0/0/0/1/0/2/0/3/0/4/0/5/0/6/0/7/0/8/0/9/0/10/0/10/-1/,8,2.518480,18.675045,5,5,0.000000,9.344381,88.279198,9/0/10/0/10/-1/,9/0/10/-1/8/0/,N,79.895027,81.567650,0,795,5
6,-175.000000,25.000000,-4/1/-5/-1/N/N/,-4/1/-4/0/-5/0/-5/-1/,8,8.991344,15.638159,8,5,0.000000,10.522760,64.784973,-4/1/,-4/1/-4/1/-4/0/,N,13.783951,55.141560,1,50,9
