OBJECT_TYPE,POSITION_X,POSITION_Y,HOME/WORK/SHOP_GRID,PATH_TO_WORK_PLACE,IS_CITIZEN/HAS_HOME/HAS_WORK_PLACE/IS_MOVING,FIND_TIMER,FIND_INTERVAL,PATIENCE,STATUS,LIFE_TIEMR,LIFE_INTERVAL,SPEED,WALK_PATH,NEXT/START/DEST/PRE_GRID,TAGS,SHOP_TIMER,SHOP_INTERVAL,SHOP_NEED,MONEY
6,-425.000000,-25.000000,-9/-1/-8/1/N/N/,-9/-1/-9/0/-8/0/-8/1/,14,0.000000,17.474220,9,1,3.675488,6.316830,61.707455,N,-9/-1/N/N/N/N/-9/-1/,N,14.832408,20.102673,0,326
6,25.000000,225.000000,0/4/0/5/N/N/,0/4/1/4/1/5/0/5/,14,0.000000,19.950012,10,1,2.760513,5.655639,91.523125,N,0/4/N/N/N/N/0/4/,N,67.098778,81.342598,0,3515
6,75.000000,275.000000,6/-1/1/8/2/5/,6/-1/6/0/5/0/4/0/3/0/2/0/1/0/1/1/1/2/1/3/1/4/1/5/1/6/0/6/0/7/0/8/1/8/,15,0.000000,20.479979,7,6,0.000000,6.896368,65.611305,N,2/5/1/8/2/5/1/5/,N,3.804137,27.950897,0,450
6,193.310501,775.000000,4/16/-7/16/N/N/,4/16/4/15/3/15/2/15/1/15/0/15/-1/15/-2/15/-3/15/-3/14/-4/14/-5/14/-6/14/-7/14/-7/15/-7/16/,15,0.000000,12.288342,8,5,0.000000,9.553076,58.911938,2/15/1/15/0/15/-1/15/-2/15/-3/15/-3/14/-4/14/-5/14/-6/14/-7/14/-7/15/-7/16/,3/15/4/16/-7/16/3/15/,N,10.495416,35.961334,1,84
6,-375.000000,75.000000,-9/-1/-8/1/N/N/,-9/-1/-9/0/-8/0/-8/1/,14,0.000000,16.181864,6,2,2.598081,3.497307,96.753380,N,-8/1/N/N/N/N/-8/1/,N,25.609842,33.986168,0,1969
6,375.000000,-25.000000,7/-1/4/1/N/N/,7/-1/7/0/6/0/5/0/4/0/4/1/,14,0.000000,23.781822,5,1,1.057872,7.233238,87.730240,N,7/-1/N/N/N/N/7/-1/,N,3.804137,25.885744,0,670
6,475.000000,67.862152,9/1/15/0/N/N/,9/1/9/0/10/0/11/0/12/0/13/0/14/0/15/0/,15,0.000000,21.759888,7,5,0.000000,6.673803,82.444107,10/0/11/0/12/0/13/0/14/0/15/0/,9/0/9/1/15/0/9/1/,N,11.084743,44.696640,0,1336
6,125.000000,325.000000,2/6/0/5/N/N/,2/6/1/6/1/5/0/5/,14,0.000000,10.897087,7,1,3.055605,5.273133,99.499153,N,2/6/N/N/N/N/2/6/,N,5.012587,29.354248,0,2595
6,308.398926,175.000000,5/2/6/3/N/N/,5/2/5/3/6/3/,15,0.000000,18.277378,8,5,0.000000,3.007252,57.482605,N,6/3/5/2/6/3/6/3/,N,0.086578,75.343842,1,5482
6,-693.605530,-575.000000,-15/-12/-5/-2/N/N/,-15/-12/-14/-12/-14/-11/-14/-10/-14/-9/-14/-8/-14/-7/-14/-6/-14/-5/-14/-4/-13/-4/-12/-4/-12/-3/-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-5/-2/,15,0.000000,17.693542,5,5,0.000000,7.620288,54.032864,-14/-11/-14/-10/-14/-9/-14/-8/-14/-7/-14/-6/-14/-5/-14/-4/-13/-4/-12/-4/-12/-3/-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-5/-2/,-14/-12/-15/-12/-5/-2/-14/-12/,N,39.237373,65.253754,0,495
6,325.000000,175.000000,5/-1/1/7/6/3/,5/-1/5/0/4/0/3/0/2/0/1/0/1/1/1/2/1/3/1/4/1/5/1/6/1/7/,14,0.000000,11.829191,8,3,4.303562,7.961340,86.524033,N,6/3/N/N/N/N/6/3/,N,4.995952,45.492912,0,1433
6,425.000000,-25.000000,8/-1/1/8/N/N/,8/-1/8/0/7/0/6/0/5/0/4/0/3/0/2/0/1/0/1/1/1/2/1/3/1/4/1/5/1/6/0/6/0/7/0/8/1/8/,14,0.000000,11.944672,10,1,0.447585,5.467315,56.695480,N,8/-1/N/N/N/N/8/-1/,N,16.085827,46.546341,0,1056
6,108.777145,25.000000,7/-1/1/8/N/N/,7/-1/7/0/6/0/5/0/4/0/3/0/2/0/1/0/1/1/1/2/1/3/1/4/1/5/1/6/0/6/0/7/0/8/1/8/,15,0.000000,17.480061,6,4,0.000000,8.606203,94.867645,7/-1/7/0/6/0/5/0/4/0/3/0/,2/0/1/8/7/-1/2/0/,N,48.577717,75.351334,0,1208
6,75.000000,169.861908,6/-1/1/7/N/N/,6/-1/6/0/5/0/4/0/3/0/2/0/1/0/1/1/1/2/1/3/1/4/1/5/1/6/1/7/,15,0.000000,6.042143,7,4,0.000000,3.426934,59.346504,6/-1/6/0/5/0/4/0/3/0/2/0/1/0/1/1/,1/2/1/7/6/-1/1/3/,N,35.218136,36.176216,0,1640
6,375.000000,-25.000000,7/-1/1/8/N/N/,7/-1/7/0/6/0/5/0/4/0/3/0/2/0/1/0/1/1/1/2/1/3/1/4/1/5/1/6/0/6/0/7/0/8/1/8/,14,0.000000,10.886768,7,1,4.303562,8.307913,56.205807,N,7/-1/N/N/N/N/7/-1/,N,15.608270,33.865578,0,344
6,125.000000,125.000000,-10/-1/-7/1/2/2/,-10/-1/-10/0/-9/0/-8/0/-7/0/-7/1/,14,0.000000,7.213848,5,3,0.129962,5.349042,73.369896,N,2/2/N/N/N/N/2/2/,N,6.673925,48.835953,0,1332
6,225.000000,225.000000,8/5/6/3/4/4/,8/5/8/4/7/4/6/4/6/3/,14,0.000000,14.981116,10,3,0.086578,3.350315,88.737770,N,4/4/N/N/N/N/4/4/,N,1.634666,37.484436,0,3910
6,25.000000,225.000000,0/4/0/5/N/N/,0/4/1/4/1/5/0/5/,14,0.000000,22.251764,5,1,0.176600,9.618774,69.861023,N,0/4/N/N/N/N/0/4/,N,2.349673,76.448532,0,1946
6,43.795288,-175.000000,6/1/0/-1/N/N/,6/1/6/0/5/0/4/0/3/0/2/0/1/0/0/0/0/-1/,15,0.000000,9.596558,8,4,0.000000,11.163227,69.717941,6/1/6/0/5/0/4/0/3/0/2/0/1/0/1/-1/1/-2/0/-2/0/-3/,0/-4/1/-4/6/1/0/-4/,N,0.492705,75.953583,0,838
6,-355.084717,25.000000,-11/-1/-8/1/0/-1/,-11/-1/-11/0/-10/0/-9/0/-8/0/-8/1/,15,0.000000,22.615047,8,6,0.000000,10.412445,75.049515,-6/0/-6/1/-5/1/-4/1/-3/1/-2/1/-2/2/-1/2/0/2/0/1/0/0/0/-1/,-7/0/-8/1/0/-1/-8/0/,N,0.932010,65.995880,0,802
6,-125.000000,814.630188,3/16/-3/16/N/N/,3/16/3/15/2/15/1/15/0/15/-1/15/-2/15/-3/15/-3/16/,15,0.000000,11.631694,9,4,0.000000,3.245346,79.791435,3/16/3/15/2/15/1/15/0/15/-1/15/-2/15/,-3/15/-3/16/3/16/-3/16/,N,19.223454,34.689926,0,329
6,425.000000,-25.000000,8/-1/2/5/N/N/,8/-1/8/0/7/0/6/0/5/0/4/0/3/0/2/0/1/0/1/1/1/2/1/3/1/4/1/5/2/5/,14,0.000000,11.513962,10,1,1.762845,11.402681,93.515785,N,8/-1/N/N/N/N/8/-1/,N,8.907208,80.185631,0,1062
6,-25.000000,825.000000,-16/13/-12/10/-1/16/,-16/13/-16/12/-16/11/-15/11/-14/11/-13/11/-12/11/-12/10/,14,0.000000,9.396576,10,3,0.973496,10.159999,75.443657,N,-1/16/N/N/N/N/-1/16/,N,10.817698,40.411995,0,138
6,-571.952209,575.000000,-18/13/-16/10/N/N/,-18/13/-18/12/-17/12/-16/12/-16/11/-16/10/,15,0.000000,6.328223,5,4,0.000000,11.938232,55.468639,-18/13/-18/12/-17/12/-16/12/-16/11/-15/11/-14/11/-13/11/,-12/11/1/-4/-18/13/-12/11/,N,28.108377,34.986370,0,70
6,75.000000,425.000000,-1/1/1/8/N/N/,-1/1/0/1/1/1/1/2/1/3/1/4/1/5/1/6/0/6/0/7/0/8/1/8/,14,0.000000,10.466780,4,2,7.227097,9.995079,72.753159,N,1/8/N/N/N/N/1/8/,N,1.905506,19.022171,1,398
6,-225.000000,525.000000,-11/6/-5/10/N/N/,-11/6/-11/7/-10/7/-9/7/-8/7/-7/7/-6/7/-6/8/-6/9/-6/10/-5/10/,14,0.000000,21.292759,9,2,5.056486,6.371304,97.981659,N,-5/10/N/N/N/N/-5/10/,N,24.353569,38.499153,1,416
6,-25.000000,75.000000,-1/1/2/2/N/N/,-1/1/0/1/1/1/1/2/2/2/,15,0.000000,8.496093,6,5,0.000000,4.379420,59.741524,1/1/1/2/2/2/,0/1/-1/1/2/2/-1/1/,N,49.152748,68.505981,0,3541
6,-475.000000,325.000000,-10/6/-6/13/N/N/,-10/6/-10/7/-9/7/-8/7/-7/7/-6/7/-6/8/-6/9/-6/10/-6/11/-6/12/-6/13/,14,0.000000,17.060715,5,1,0.220542,11.217690,82.059593,N,-10/6/N/N/N/N/-10/6/,N,10.873275,32.215069,0,133
6,25.000000,175.000000,0/4/0/3/N/N/,0/4/1/4/1/3/0/3/,14,0.000000,12.025274,8,2,4.098153,4.176875,59.744965,N,0/3/N/N/N/N/0/3/,N,16.680794,37.263641,0,3259
6,-325.000000,475.000000,-10/6/-7/9/4/4/,-10/6/-10/7/-9/7/-8/7/-7/7/-6/7/-6/8/-6/9/-7/9/,15,0.000000,14.983703,9,6,0.000000,3.221251,91.924408,-6/8/-6/7/-6/6/-5/6/-5/5/-5/4/-5/3/-4/3/-4/2/-4/1/-3/1/-2/1/-2/2/-1/2/0/2/1/2/1/3/2/3/3/3/4/3/4/4/,-6/9/-7/9/4/4/-7/9/,N,0.000000,40.097946,0,722
6,325.000000,175.000000,5/2/6/3/N/N/,5/2/5/3/6/3/,14,0.000000,12.080727,9,2,1.477639,3.255281,62.329895,N,6/3/N/N/N/N/6/3/,N,6.156243,30.312737,1,4118
6,-675.000000,-125.000000,-14/-3/-17/-7/N/N/,-14/-3/-14/-4/-14/-5/-14/-6/-14/-7/-15/-7/-16/-7/-17/-7/,14,0.000000,11.127867,8,1,5.181606,7.033029,96.809448,N,-14/-3/N/N/N/N/-14/-3/,N,37.067783,70.199524,0,1102
6,-25.000000,75.000000,-1/1/2/4/N/N/,-1/1/0/1/1/1/1/2/1/3/1/4/2/4/,14,0.000000,6.681604,5,1,2.515198,10.991930,57.193459,N,-1/1/N/N/N/N/-1/1/,N,7.649091,58.308369,0,1203
6,-375.000000,-25.000000,-8/-1/-7/1/N/N/,-8/-1/-8/0/-7/0/-7/1/,14,0.000000,13.565501,7,1,4.932115,10.181081,59.840298,N,-8/-1/N/N/N/N/-8/-1/,N,6.630389,26.629034,0,274
6,-525.000000,-0.244382,-11/-1/-7/1/N/N/,-11/-1/-11/0/-10/0/-9/0/-8/0/-7/0/-7/1/,15,0.000000,19.100267,7,5,0.000000,4.516960,55.309311,-10/0/-9/0/-8/0/-7/0/-7/1/,-11/0/-11/-1/-7/1/-11/-1/,N,47.149845,76.862846,0,1482
6,25.000000,275.000000,2/6/0/5/N/N/,2/6/1/6/1/5/0/5/,14,0.000000,9.419291,7,2,3.303884,8.370125,62.760235,N,0/5/N/N/N/N/0/5/,N,23.703499,72.932396,0,2141
6,75.000000,375.000000,9/5/0/5/1/7/,9/5/9/4/8/4/7/4/6/4/5/4/5/3/4/3/3/3/2/3/1/3/1/4/1/5/0/5/,14,0.000000,11.109909,10,3,5.722816,7.090233,75.158592,N,1/7/N/N/N/N/1/7/,N,1.969613,51.303326,0,1343
6,25.000000,275.000000,9/5/0/5/N/N/,9/5/9/4/8/4/7/4/6/4/5/4/5/3/4/3/3/3/2/3/1/3/1/4/1/5/0/5/,14,0.000000,19.436209,5,2,4.303562,7.011954,86.421188,N,0/5/N/N/N/N/0/5/,N,25.670721,26.726412,0,517
6,25.000000,275.000000,9/5/0/5/N/N/,9/5/9/4/8/4/7/4/6/4/5/4/5/3/4/3/3/3/2/3/1/3/1/4/1/5/0/5/,14,0.000000,18.132586,5,2,1.187942,10.458060,51.090755,N,0/5/N/N/N/N/0/5/,N,34.997410,36.159454,0,320
6,39.835770,275.000000,8/5/0/5/N/N/,8/5/8/4/7/4/6/4/5/4/5/3/4/3/3/3/2/3/1/3/1/4/1/5/0/5/,15,0.000000,9.232885,9,5,0.000000,8.719061,87.317688,N,0/5/8/5/0/5/0/5/,N,24.042433,70.969078,0,1278
6,225.000000,125.000000,4/2/3/2/N/N/,4/2/4/3/3/3/3/2/,14,0.000000,23.912851,8,1,2.971659,5.565011,73.215630,N,4/2/N/N/N/N/4/2/,N,26.597538,49.125896,0,2914
6,-325.000000,475.000000,-13/8/-7/9/N/N/,-13/8/-13/7/-12/7/-11/7/-10/7/-9/7/-8/7/-7/7/-6/7/-6/8/-6/9/-7/9/,14,0.000000,13.903321,6,2,5.225015,8.192102,70.257469,N,-7/9/N/N/N/N/-7/9/,N,13.004101,29.204939,1,125
6,225.000000,225.000000,4/2/4/4/N/N/,4/2/4/3/4/4/,14,0.000000,21.003609,10,2,1.477639,3.582322,65.554680,N,4/4/N/N/N/N/4/4/,N,11.165414,45.379200,0,4575
6,325.000000,175.000000,7/5/6/3/N/N/,7/5/7/4/6/4/6/3/,14,0.000000,13.701580,6,2,8.331110,8.708544,65.695213,N,6/3/N/N/N/N/6/3/,N,11.403482,31.027470,1,789
6,-525.000000,325.000000,-11/6/-5/10/N/N/,-11/6/-11/7/-10/7/-9/7/-8/7/-7/7/-6/7/-6/8/-6/9/-6/10/-5/10/,14,0.000000,6.436297,9,1,6.417028,7.593002,97.648026,N,-11/6/N/N/N/N/-11/6/,N,7.601026,76.868034,1,525
6,325.000000,275.000000,6/5/6/3/N/N/,6/5/6/4/6/3/,14,0.000000,12.145564,6,1,6.717331,8.720369,96.744308,N,6/5/N/N/N/N/6/5/,N,8.289809,77.419777,0,2235
6,325.000000,175.000000,6/5/6/3/N/N/,6/5/6/4/6/3/,14,0.000000,22.739080,5,2,1.396169,5.751298,84.045937,N,6/3/N/N/N/N/6/3/,N,51.255188,55.138298,0,3137
6,243.795120,175.000000,8/5/0/5/N/N/,8/5/8/4/7/4/6/4/5/4/5/3/4/3/3/3/2/3/1/3/1/4/1/5/0/5/,15,0.000000,6.650337,7,4,0.000000,11.354084,52.788586,8/5/8/4/7/4/6/4/5/4/,5/3/0/5/8/5/4/3/,N,54.107876,73.027786,0,900
6,75.000000,-175.000000,14/1/0/-1/1/-4/,14/1/14/0/13/0/12/0/11/0/10/0/9/0/8/0/7/0/6/0/5/0/4/0/3/0/2/0/1/0/0/0/0/-1/,14,0.000000,8.641368,7,3,3.220824,3.795353,76.625519,N,1/-4/N/N/N/N/1/-4/,N,2.543095,81.514900,0,1506
6,325.000000,175.000000,6/5/6/3/N/N/,6/5/6/4/6/3/,14,0.000000,11.514167,8,2,3.180214,4.065126,78.909073,N,6/3/N/N/N/N/6/3/,N,13.038786,56.456184,0,4458
6,86.111816,25.000000,14/1/0/-1/N/N/,14/1/14/0/13/0/12/0/11/0/10/0/9/0/8/0/7/0/6/0/5/0/4/0/3/0/2/0/1/0/0/0/0/-1/,15,0.000000,9.575243,7,4,0.000000,4.574506,62.920795,14/1/14/0/13/0/12/0/11/0/10/0/9/0/8/0/7/0/6/0/5/0/4/0/3/0/,2/0/0/-1/14/1/1/0/,N,1.762845,80.949570,0,1241
6,325.000000,186.001663,7/5/6/3/N/N/,7/5/7/4/6/4/6/3/,15,0.000000,22.325943,9,4,0.000000,4.806314,62.297016,7/5/7/4/,6/4/6/3/7/5/6/3/,N,19.568316,20.804630,0,2137
6,-325.000000,-25.000000,-7/-1/-7/1/N/N/,-7/-1/-7/0/-7/1/,14,0.000000,14.298878,7,1,4.386229,7.180754,74.160477,N,-7/-1/N/N/N/N/-7/-1/,N,14.882232,45.777981,0,1101
6,354.273285,225.000000,7/5/6/3/N/N/,7/5/7/4/6/4/6/3/,15,0.000000,21.548557,7,4,0.000000,8.611478,82.218018,7/5/,7/4/5/5/7/5/7/4/,N,1.559939,23.659994,0,567
6,-148.306793,75.000000,-9/-1/-8/1/N/N/,-9/-1/-9/0/-8/0/-8/1/,15,0.000000,20.236351,8,4,0.000000,5.161934,65.460297,-9/-1/-9/0/-8/0/-7/0/-6/0/-6/1/-5/1/,-4/1/5/5/-9/-1/-3/1/,N,9.342505,38.150040,0,1187
6,-316.091370,75.000000,-8/-1/-7/1/2/5/,-8/-1/-8/0/-7/0/-7/1/,15,0.000000,21.902420,10,6,0.000000,9.838427,68.548058,-5/1/-4/1/-3/1/-2/1/-2/2/-1/2/0/2/1/2/1/3/1/4/1/5/2/5/,-6/1/-7/1/2/5/-7/1/,N,0.176600,17.119368,0,292
6,125.000000,775.000000,2/16/-3/16/N/N/,2/16/2/15/1/15/0/15/-1/15/-2/15/-3/15/-3/16/,15,0.000000,8.776621,4,4,0.000000,11.064308,57.773811,N,2/16/-3/16/2/16/2/15/,N,5.056486,20.491226,0,23
6,-125.000000,775.000000,8/14/-4/15/N/N/,8/14/8/15/7/15/6/15/5/15/4/15/3/15/2/15/1/15/0/15/-1/15/-2/15/-3/15/-4/15/,15,0.000000,15.397635,5,5,0.000000,3.293822,57.491074,N,-4/15/8/14/-4/15/-3/15/,N,19.520678,50.920399,1,120
6,275.000000,275.000000,4/2/5/5/5/5/,4/2/4/3/5/3/5/4/5/5/,14,0.000000,20.500713,10,3,1.057872,5.797351,96.405701,N,5/5/N/N/N/N/5/5/,N,0.044237,16.991264,0,825
6,-490.355469,-125.000000,-15/-9/-7/9/N/N/,-15/-9/-14/-9/-14/-8/-14/-7/-14/-6/-14/-5/-14/-4/-13/-4/-12/-4/-12/-3/-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-6/-1/-6/0/-6/1/-5/1/-4/1/-4/2/-4/3/-5/3/-5/4/-5/5/-5/6/-6/6/-6/7/-6/8/-6/9/-7/9/,15,0.000000,16.003864,10,5,0.000000,6.582868,55.657146,-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-6/-1/-6/0/-6/1/-5/1/-4/1/-4/2/-4/3/-5/3/-5/4/-5/5/-5/6/-6/6/-6/7/-6/8/-6/9/-7/9/,-10/-3/-15/-9/-7/9/-10/-3/,N,24.373289,70.657906,1,241
6,-65.582588,125.000000,-13/-3/10/4/N/N/,-13/-3/-12/-3/-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-6/-1/-6/0/-6/1/-5/1/-4/1/-3/1/-2/1/-2/2/-1/2/0/2/1/2/1/3/2/3/3/3/4/3/5/3/5/4/6/4/7/4/8/4/9/4/10/4/,15,0.000000,13.764275,5,5,0.000000,7.072767,72.462822,0/2/1/2/1/3/2/3/3/3/4/3/5/3/5/4/6/4/7/4/8/4/9/4/10/4/,-1/2/-13/-3/10/4/-2/2/,N,34.099426,67.186829,0,466
6,390.476868,25.000000,-13/-3/10/4/N/N/,-13/-3/-12/-3/-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-6/-1/-6/0/-6/1/-5/1/-4/1/-3/1/-2/1/-2/2/-1/2/0/2/1/2/1/3/2/3/3/3/4/3/5/3/5/4/6/4/7/4/8/4/9/4/10/4/,15,0.000000,14.285198,7,4,0.000000,3.959629,59.417580,-13/-3/-12/-3/-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-6/-1/-6/0/-6/1/-5/1/-4/1/-3/1/-2/1/-2/2/-1/2/0/2/0/1/0/0/1/0/2/0/3/0/4/0/5/0/6/0/,7/0/9/-1/-13/-3/7/0/,N,2.265637,50.580009,0,288
6,25.000000,-325.000000,1/-3/0/-7/0/-7/,1/-3/0/-3/0/-4/0/-5/-1/-5/-1/-6/-1/-7/0/-7/,14,0.000000,22.816498,8,3,9.299510,10.397859,58.166435,N,0/-7/N/N/N/N/0/-7/,N,0.042994,19.276909,0,344
6,325.000000,175.000000,5/2/6/3/N/N/,5/2/5/3/6/3/,14,0.000000,9.513847,7,2,3.634463,10.498566,87.339928,N,6/3/N/N/N/N/6/3/,N,13.659189,78.901016,1,1886
6,87.286003,25.000000,7/1/0/-1/N/N/,7/1/7/0/6/0/5/0/4/0/3/0/2/0/1/0/0/0/0/-1/,15,0.000000,16.478916,7,4,0.000000,11.395711,69.569626,7/1/7/0/6/0/5/0/4/0/3/0/,2/0/0/3/7/1/1/0/,N,3.055605,19.036015,0,274
6,-575.000000,-165.122101,-13/-6/-5/-3/N/N/,-13/-6/-13/-5/-13/-4/-12/-4/-12/-3/-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-6/-1/-5/-1/-4/-1/-4/-2/-4/-3/-5/-3/,15,0.000000,22.489197,7,5,0.000000,10.066393,55.933685,-11/-3/-10/-3/-9/-3/-8/-3/-7/-3/-7/-2/-6/-2/-6/-1/-5/-1/-4/-1/-4/-2/-4/-3/-5/-3/,-12/-3/-13/-6/-5/-3/-12/-4/,N,18.146351,71.638931,1,507
6,-225.000000,525.000000,-8/8/-5/10/N/N/,-8/8/-8/7/-7/7/-6/7/-6/8/-6/9/-6/10/-5/10/,14,0.000000,23.535772,6,2,7.559867,8.704082,64.168739,N,-5/10/N/N/N/N/-5/10/,N,2.503359,40.336792,1,222
6,-575.000000,725.000000,-12/14/-12/10/N/N/,-12/14/-12/13/-12/12/-12/11/-12/10/,14,0.000000,8.046675,5,1,3.262084,4.759031,54.883930,N,-12/14/N/N/N/N/-12/14/,N,52.466080,77.227608,0,552
